,Spieltag,Season,Name,Team1,Team2,Guess,Result,Points
410,2,2016/2017,Sebastian,D98,SGE,0:2,1:0,0
411,2,2016/2017,Sebastian,RBL,BVB,0:2,1:0,0
412,2,2016/2017,Sebastian,BRE,FCA,0:2,1:2,"1,82"
413,2,2016/2017,Sebastian,M05,TSG,0:2,4:4,0
414,2,2016/2017,mgeveler,S04,FCB,2:1,0:2,0
415,2,2016/2017,mgeveler,SCF,BMG,2:1,3:1,"2,8"
416,2,2016/2017,mgeveler,FCI,BSC,1:1,0:2,0
417,2,2016/2017,mgeveler,WOB,KOE,2:1,0:0,0
418,2,2016/2017,mgeveler,B04,HSV,2:1,3:1,"1,18"
419,2,2016/2017,mgeveler,D98,SGE,1:2,1:0,0
420,2,2016/2017,mgeveler,RBL,BVB,1:2,1:0,0
421,2,2016/2017,mgeveler,BRE,FCA,2:1,1:2,0
422,2,2016/2017,mgeveler,M05,TSG,1:1,4:4,"1,72"
423,2,2016/2017,Rockoby87,S04,FCB,1:3,0:2,"1,32"
424,2,2016/2017,Rockoby87,SCF,BMG,1:2,3:1,0
425,2,2016/2017,Rockoby87,FCI,BSC,0:1,0:2,"1,4"
426,2,2016/2017,Rockoby87,WOB,KOE,2:2,0:0,"1,59"
427,2,2016/2017,Rockoby87,B04,HSV,2:0,3:1,"1,28"
428,2,2016/2017,Rockoby87,D98,SGE,0:1,1:0,0
429,2,2016/2017,Rockoby87,RBL,BVB,0:3,1:0,0
430,2,2016/2017,Rockoby87,BRE,FCA,1:1,1:2,0
431,2,2016/2017,Rockoby87,M05,TSG,1:2,4:4,0
432,2,2016/2017,Benni,S04,FCB,1:4,0:2,"1,21"
433,2,2016/2017,Benni,SCF,BMG,0:2,3:1,0
434,2,2016/2017,Benni,FCI,BSC,1:2,0:2,"1,4"
435,2,2016/2017,Benni,WOB,KOE,2:0,0:0,0
436,2,2016/2017,Benni,B04,HSV,1:0,3:1,"1,16"
437,2,2016/2017,Benni,D98,SGE,1:2,1:0,0
438,2,2016/2017,Benni,RBL,BVB,1:3,1:0,0
439,2,2016/2017,Benni,BRE,FCA,2:2,1:2,0
440,2,2016/2017,Benni,M05,TSG,1:1,4:4,"1,72"
441,2,2016/2017,han,S04,FCB,0:3,0:2,"1,24"
442,2,2016/2017,han,SCF,BMG,0:4,3:1,0
443,2,2016/2017,han,FCI,BSC,1:2,0:2,"1,4"
444,2,2016/2017,han,WOB,KOE,2:1,0:0,0
445,2,2016/2017,han,B04,HSV,3:2,3:1,"1,18"
446,2,2016/2017,han,D98,SGE,0:0,1:0,0
447,2,2016/2017,han,RBL,BVB,2:4,1:0,0
448,2,2016/2017,han,BRE,FCA,2:0,1:2,0
449,2,2016/2017,han,M05,TSG,0:0,4:4,"1,54"
450,2,2016/2017,AS,S04,FCB,0:3,0:2,"1,24"
451,2,2016/2017,AS,SCF,BMG,1:4,3:1,0
452,2,2016/2017,AS,FCI,BSC,0:0,0:2,0
453,2,2016/2017,AS,WOB,KOE,2:3,0:0,0
454,2,2016/2017,AS,B04,HSV,2:0,3:1,"1,28"
455,2,2016/2017,AS,D98,SGE,1:2,1:0,0
456,2,2016/2017,AS,RBL,BVB,1:1,1:0,0
457,2,2016/2017,AS,BRE,FCA,1:2,1:2,"2,64"
458,2,2016/2017,AS,M05,TSG,0:1,4:4,0
459,2,2016/2017,EB,S04,FCB,1:3,0:2,"1,32"
460,2,2016/2017,EB,SCF,BMG,1:2,3:1,0
461,2,2016/2017,EB,FCI,BSC,2:1,0:2,0
462,2,2016/2017,EB,WOB,KOE,2:1,0:0,0
463,2,2016/2017,EB,B04,HSV,2:1,3:1,"1,18"
464,2,2016/2017,EB,D98,SGE,1:1,1:0,0
465,2,2016/2017,EB,RBL,BVB,1:3,1:0,0
466,2,2016/2017,EB,BRE,FCA,1:2,1:2,"2,64"
467,2,2016/2017,EB,M05,TSG,2:1,4:4,0
468,2,2016/2017,pwesterv,S04,FCB,0:2,0:2,"1,9"
469,2,2016/2017,pwesterv,SCF,BMG,1:2,3:1,0
470,2,2016/2017,pwesterv,FCI,BSC,1:1,0:2,0
471,2,2016/2017,pwesterv,WOB,KOE,1:1,0:0,"2,03"
472,2,2016/2017,pwesterv,B04,HSV,2:1,3:1,"1,18"
473,2,2016/2017,pwesterv,D98,SGE,0:2,1:0,0
474,2,2016/2017,pwesterv,RBL,BVB,1:3,1:0,0
475,2,2016/2017,pwesterv,BRE,FCA,1:0,1:2,0
476,2,2016/2017,pwesterv,M05,TSG,2:1,4:4,0
477,2,2016/2017,Runner,S04,FCB,1:4,0:2,"1,21"
478,2,2016/2017,Runner,SCF,BMG,0:3,3:1,0
479,2,2016/2017,Runner,FCI,BSC,1:0,0:2,0
480,2,2016/2017,Runner,WOB,KOE,2:0,0:0,0
481,2,2016/2017,Runner,B04,HSV,3:0,3:1,"1,18"
482,2,2016/2017,Runner,D98,SGE,0:0,1:0,0
483,2,2016/2017,Runner,RBL,BVB,1:4,1:0,0
484,2,2016/2017,Runner,BRE,FCA,0:1,1:2,"1,98"
485,2,2016/2017,Runner,M05,TSG,2:1,4:4,0
486,2,2016/2017,pat,S04,FCB,0:3,0:2,"1,24"
487,2,2016/2017,pat,SCF,BMG,0:2,3:1,0
488,2,2016/2017,pat,FCI,BSC,2:0,0:2,0
489,2,2016/2017,pat,WOB,KOE,2:0,0:0,0
490,2,2016/2017,pat,B04,HSV,2:0,3:1,"1,28"
491,2,2016/2017,pat,D98,SGE,2:0,1:0,"1,58"
492,2,2016/2017,pat,RBL,BVB,0:2,1:0,0
493,2,2016/2017,pat,BRE,FCA,2:0,1:2,0
494,2,2016/2017,pat,M05,TSG,2:0,4:4,0
495,2,2016/2017,HoD,S04,FCB,1:0,0:2,0
496,2,2016/2017,HoD,SCF,BMG,1:3,3:1,0
497,2,2016/2017,HoD,FCI,BSC,2:0,0:2,0
498,2,2016/2017,HoD,WOB,KOE,2:0,0:0,0
499,2,2016/2017,HoD,B04,HSV,2:0,3:1,"1,28"
500,2,2016/2017,HoD,D98,SGE,1:0,1:0,"2,56"
501,2,2016/2017,HoD,RBL,BVB,0:3,1:0,0
502,2,2016/2017,HoD,BRE,FCA,2:0,1:2,0
503,2,2016/2017,HoD,M05,TSG,2:0,4:4,0
504,2,2016/2017,PuQ,S04,FCB,0:2,0:2,"1,9"
505,2,2016/2017,PuQ,SCF,BMG,0:1,3:1,0
506,2,2016/2017,PuQ,FCI,BSC,1:0,0:2,0
507,2,2016/2017,PuQ,WOB,KOE,2:1,0:0,0
508,2,2016/2017,PuQ,B04,HSV,0:1,3:1,0
509,2,2016/2017,PuQ,D98,SGE,2:0,1:0,"1,58"
510,2,2016/2017,PuQ,RBL,BVB,0:2,1:0,0
511,2,2016/2017,PuQ,BRE,FCA,1:0,1:2,0
512,2,2016/2017,PuQ,M05,TSG,2:1,4:4,0
513,2,2016/2017,isabella,S04,FCB,1:3,0:2,"1,32"
514,2,2016/2017,isabella,SCF,BMG,1:3,3:1,0
515,2,2016/2017,isabella,FCI,BSC,2:1,0:2,0
516,2,2016/2017,isabella,WOB,KOE,2:1,0:0,0
517,2,2016/2017,isabella,B04,HSV,1:1,3:1,0
518,2,2016/2017,isabella,D98,SGE,2:1,1:0,"1,93"
519,2,2016/2017,isabella,RBL,BVB,1:3,1:0,0
520,2,2016/2017,isabella,BRE,FCA,2:1,1:2,0
521,2,2016/2017,isabella,M05,TSG,2:1,4:4,0
522,2,2016/2017,OM,S04,FCB,3:0,0:2,0
523,2,2016/2017,OM,SCF,BMG,0:2,3:1,0
524,2,2016/2017,OM,FCI,BSC,1:1,0:2,0
525,2,2016/2017,OM,WOB,KOE,1:1,0:0,"2,03"
526,2,2016/2017,OM,B04,HSV,2:1,3:1,"1,18"
527,2,2016/2017,OM,D98,SGE,0:0,1:0,0
528,2,2016/2017,OM,RBL,BVB,0:1,1:0,0
529,2,2016/2017,OM,BRE,FCA,0:0,1:2,0
530,2,2016/2017,OM,M05,TSG,1:0,4:4,0
531,2,2016/2017,Julian,S04,FCB,1:2,0:2,"1,24"
532,2,2016/2017,Julian,SCF,BMG,1:1,3:1,0
533,2,2016/2017,Julian,FCI,BSC,2:1,0:2,0
534,2,2016/2017,Julian,WOB,KOE,3:0,0:0,0
535,2,2016/2017,Julian,B04,HSV,0:0,3:1,0
536,2,2016/2017,Julian,D98,SGE,4:1,1:0,"1,52"
537,2,2016/2017,Julian,RBL,BVB,0:1,1:0,0
538,2,2016/2017,Julian,BRE,FCA,0:0,1:2,0
539,2,2016/2017,Julian,M05,TSG,2:0,4:4,0
540,2,2016/2017,MM,S04,FCB,2:0,0:2,0
541,2,2016/2017,MM,SCF,BMG,1:3,3:1,0
542,2,2016/2017,MM,FCI,BSC,1:2,0:2,"1,4"
543,2,2016/2017,MM,WOB,KOE,2:1,0:0,0
544,2,2016/2017,MM,B04,HSV,2:0,3:1,"1,28"
545,2,2016/2017,MM,D98,SGE,1:2,1:0,0
546,2,2016/2017,MM,RBL,BVB,1:3,1:0,0
547,2,2016/2017,MM,BRE,FCA,2:1,1:2,0
548,2,2016/2017,MM,M05,TSG,2:1,4:4,0
549,2,2016/2017,sb,S04,FCB,1:3,0:2,"1,32"
550,2,2016/2017,sb,SCF,BMG,0:2,3:1,0
551,2,2016/2017,sb,FCI,BSC,2:1,0:2,0
552,2,2016/2017,sb,WOB,KOE,2:1,0:0,0
553,2,2016/2017,sb,B04,HSV,2:0,3:1,"1,28"
554,2,2016/2017,sb,D98,SGE,1:1,1:0,0
555,2,2016/2017,sb,RBL,BVB,2:3,1:0,0
556,2,2016/2017,sb,BRE,FCA,1:1,1:2,0
557,2,2016/2017,sb,M05,TSG,1:0,4:4,0
558,2,2016/2017,StT,S04,FCB,0:1,0:2,"1,24"
559,2,2016/2017,StT,SCF,BMG,1:1,3:1,0
560,2,2016/2017,StT,FCI,BSC,2:1,0:2,0
561,2,2016/2017,StT,WOB,KOE,2:0,0:0,0
562,2,2016/2017,StT,B04,HSV,4:1,3:1,"1,18"
563,2,2016/2017,StT,D98,SGE,0:0,1:0,0
564,2,2016/2017,StT,RBL,BVB,1:2,1:0,0
565,2,2016/2017,StT,BRE,FCA,2:2,1:2,0
566,2,2016/2017,StT,M05,TSG,3:1,4:4,0
567,2,2016/2017,sunset,S04,FCB,,0:2,0
568,2,2016/2017,sunset,SCF,BMG,1:3,3:1,0
569,2,2016/2017,sunset,FCI,BSC,2:1,0:2,0
570,2,2016/2017,sunset,WOB,KOE,2:1,0:0,0
571,2,2016/2017,sunset,B04,HSV,2:0,3:1,"1,28"
572,2,2016/2017,sunset,D98,SGE,0:0,1:0,0
573,2,2016/2017,sunset,RBL,BVB,1:3,1:0,0
574,2,2016/2017,sunset,BRE,FCA,2:0,1:2,0
575,2,2016/2017,sunset,M05,TSG,,4:4,0
576,3,2016/2017,OM,KOE,SCF,2:0,3:0,"1,68"
577,3,2016/2017,OM,TSG,WOB,1:1,0:0,"2,58"
578,3,2016/2017,OM,FCB,FCI,3:0,3:1,"1,2"
579,3,2016/2017,OM,HSV,RBL,0:1,0:4,"1,34"
580,3,2016/2017,OM,SGE,B04,1:0,2:1,"2,07"
581,3,2016/2017,OM,BVB,D98,4:1,6:0,"1,44"
582,3,2016/2017,OM,BMG,BRE,3:0,4:1,"1,43"
583,3,2016/2017,OM,FCA,M05,0:1,1:3,"2,5"
584,3,2016/2017,OM,BSC,S04,1:1,2:0,0
585,3,2016/2017,MM,KOE,SCF,2:0,3:0,"1,68"
586,3,2016/2017,MM,TSG,WOB,0:1,0:0,0
587,3,2016/2017,MM,FCB,FCI,3:0,3:1,"1,2"
588,3,2016/2017,MM,HSV,RBL,0:1,0:4,"1,34"
589,3,2016/2017,MM,SGE,B04,1:0,2:1,"2,07"
590,3,2016/2017,MM,BVB,D98,2:0,6:0,"1,09"
591,3,2016/2017,MM,BMG,BRE,2:0,4:1,"1,14"
592,3,2016/2017,MM,FCA,M05,1:2,1:3,"2,88"
593,3,2016/2017,MM,BSC,S04,0:1,2:0,0
594,3,2016/2017,StT,KOE,SCF,1:1,3:0,0
595,3,2016/2017,StT,TSG,WOB,2:0,0:0,0
596,3,2016/2017,StT,FCB,FCI,2:0,3:1,"1,49"
597,3,2016/2017,StT,HSV,RBL,2:1,0:4,0
598,3,2016/2017,StT,SGE,B04,3:1,2:1,"1,53"
599,3,2016/2017,StT,BVB,D98,3:0,6:0,"1,2"
600,3,2016/2017,StT,BMG,BRE,4:1,4:1,"3,98"
601,3,2016/2017,StT,FCA,M05,1:2,1:3,"2,88"
602,3,2016/2017,StT,BSC,S04,1:1,2:0,0
603,3,2016/2017,Sebastian,KOE,SCF,2:0,3:0,"1,68"
604,3,2016/2017,Sebastian,TSG,WOB,2:0,0:0,0
605,3,2016/2017,Sebastian,FCB,FCI,2:0,3:1,"1,49"
606,3,2016/2017,Sebastian,HSV,RBL,2:0,0:4,0
607,3,2016/2017,Sebastian,SGE,B04,2:0,2:1,"1,53"
608,3,2016/2017,Sebastian,BVB,D98,2:0,6:0,"1,09"
609,3,2016/2017,Sebastian,BMG,BRE,2:0,4:1,"1,14"
610,3,2016/2017,Sebastian,FCA,M05,2:0,1:3,0
611,3,2016/2017,Sebastian,BSC,S04,2:0,2:0,"2,54"
612,3,2016/2017,pat,KOE,SCF,2:0,3:0,"1,68"
613,3,2016/2017,pat,TSG,WOB,2:0,0:0,0
614,3,2016/2017,pat,FCB,FCI,2:0,3:1,"1,49"
615,3,2016/2017,pat,HSV,RBL,2:0,0:4,0
616,3,2016/2017,pat,SGE,B04,2:0,2:1,"1,53"
617,3,2016/2017,pat,BVB,D98,2:0,6:0,"1,09"
618,3,2016/2017,pat,BMG,BRE,2:0,4:1,"1,14"
619,3,2016/2017,pat,FCA,M05,2:0,1:3,0
620,3,2016/2017,pat,BSC,S04,2:0,2:0,"2,54"
621,3,2016/2017,TG,KOE,SCF,2:2,3:0,0
622,3,2016/2017,TG,TSG,WOB,0:3,0:0,0
623,3,2016/2017,TG,FCB,FCI,4:0,3:1,"1,11"
624,3,2016/2017,TG,HSV,RBL,3:3,0:4,0
625,3,2016/2017,TG,SGE,B04,2:1,2:1,"3,13"
626,3,2016/2017,TG,BVB,D98,2:0,6:0,"1,09"
627,3,2016/2017,TG,BMG,BRE,3:2,4:1,"1,13"
628,3,2016/2017,TG,FCA,M05,0:3,1:3,"2,88"
629,3,2016/2017,TG,BSC,S04,1:1,2:0,0
630,3,2016/2017,mgeveler,KOE,SCF,2:1,3:0,"1,39"
631,3,2016/2017,mgeveler,TSG,WOB,2:1,0:0,0
632,3,2016/2017,mgeveler,FCB,FCI,2:1,3:1,"1,2"
633,3,2016/2017,mgeveler,HSV,RBL,2:1,0:4,0
634,3,2016/2017,mgeveler,SGE,B04,2:1,2:1,"3,13"
635,3,2016/2017,mgeveler,BVB,D98,2:1,6:0,"1,09"
636,3,2016/2017,mgeveler,BMG,BRE,2:1,4:1,"1,11"
637,3,2016/2017,mgeveler,FCA,M05,1:1,1:3,0
638,3,2016/2017,mgeveler,BSC,S04,2:1,2:0,"1,42"
639,3,2016/2017,Essen1957,KOE,SCF,2:1,3:0,"1,39"
640,3,2016/2017,Essen1957,TSG,WOB,1:1,0:0,"2,58"
641,3,2016/2017,Essen1957,FCB,FCI,4:0,3:1,"1,11"
642,3,2016/2017,Essen1957,HSV,RBL,2:0,0:4,0
643,3,2016/2017,Essen1957,SGE,B04,1:2,2:1,0
644,3,2016/2017,Essen1957,BVB,D98,3:0,6:0,"1,2"
645,3,2016/2017,Essen1957,BMG,BRE,2:0,4:1,"1,14"
646,3,2016/2017,Essen1957,FCA,M05,1:1,1:3,0
647,3,2016/2017,Essen1957,BSC,S04,2:1,2:0,"1,42"
648,3,2016/2017,sb,KOE,SCF,1:0,3:0,"1,3"
649,3,2016/2017,sb,TSG,WOB,2:2,0:0,"1,9"
650,3,2016/2017,sb,FCB,FCI,4:0,3:1,"1,11"
651,3,2016/2017,sb,HSV,RBL,1:2,0:4,"1,44"
652,3,2016/2017,sb,SGE,B04,0:2,2:1,0
653,3,2016/2017,sb,BVB,D98,4:1,6:0,"1,44"
654,3,2016/2017,sb,BMG,BRE,3:1,4:1,"1,19"
655,3,2016/2017,sb,FCA,M05,1:0,1:3,0
656,3,2016/2017,sb,BSC,S04,1:1,2:0,0
657,3,2016/2017,AS,KOE,SCF,0:2,3:0,0
658,3,2016/2017,AS,TSG,WOB,1:1,0:0,"2,58"
659,3,2016/2017,AS,FCB,FCI,1:0,3:1,"1,19"
660,3,2016/2017,AS,HSV,RBL,1:3,0:4,"1,97"
661,3,2016/2017,AS,SGE,B04,0:0,2:1,0
662,3,2016/2017,AS,BVB,D98,3:1,6:0,"1,13"
663,3,2016/2017,AS,BMG,BRE,2:2,4:1,0
664,3,2016/2017,AS,FCA,M05,2:0,1:3,0
665,3,2016/2017,AS,BSC,S04,2:1,2:0,"1,42"
666,3,2016/2017,Therken,KOE,SCF,2:1,3:0,"1,39"
667,3,2016/2017,Therken,TSG,WOB,2:1,0:0,0
668,3,2016/2017,Therken,FCB,FCI,7:0,3:1,"1,1"
669,3,2016/2017,Therken,HSV,RBL,2:1,0:4,0
670,3,2016/2017,Therken,SGE,B04,1:2,2:1,0
671,3,2016/2017,Therken,BVB,D98,4:0,6:0,"1,66"
672,3,2016/2017,Therken,BMG,BRE,4:2,4:1,"1,19"
673,3,2016/2017,Therken,FCA,M05,1:2,1:3,"2,88"
674,3,2016/2017,Therken,BSC,S04,1:3,2:0,0
675,3,2016/2017,NOne,KOE,SCF,1:1,3:0,0
676,3,2016/2017,NOne,TSG,WOB,1:3,0:0,0
677,3,2016/2017,NOne,FCB,FCI,4:0,3:1,"1,11"
678,3,2016/2017,NOne,HSV,RBL,1:3,0:4,"1,97"
679,3,2016/2017,NOne,SGE,B04,1:2,2:1,0
680,3,2016/2017,NOne,BVB,D98,5:1,6:0,"3,66"
681,3,2016/2017,NOne,BMG,BRE,3:1,4:1,"1,19"
682,3,2016/2017,NOne,FCA,M05,2:1,1:3,0
683,3,2016/2017,NOne,BSC,S04,1:3,2:0,0
684,3,2016/2017,AdKo,KOE,SCF,0:0,3:0,0
685,3,2016/2017,AdKo,TSG,WOB,3:2,0:0,0
686,3,2016/2017,AdKo,FCB,FCI,4:0,3:1,"1,11"
687,3,2016/2017,AdKo,HSV,RBL,1:3,0:4,"1,97"
688,3,2016/2017,AdKo,SGE,B04,1:2,2:1,0
689,3,2016/2017,AdKo,BVB,D98,3:0,6:0,"1,2"
690,3,2016/2017,AdKo,BMG,BRE,2:1,4:1,"1,11"
691,3,2016/2017,AdKo,FCA,M05,0:0,1:3,0
692,3,2016/2017,AdKo,BSC,S04,3:1,2:0,"1,93"
693,3,2016/2017,sunset,KOE,SCF,1:2,3:0,0
694,3,2016/2017,sunset,TSG,WOB,1:2,0:0,0
695,3,2016/2017,sunset,FCB,FCI,3:0,3:1,"1,2"
696,3,2016/2017,sunset,HSV,RBL,0:1,0:4,"1,34"
697,3,2016/2017,sunset,SGE,B04,1:1,2:1,0
698,3,2016/2017,sunset,BVB,D98,2:0,6:0,"1,09"
699,3,2016/2017,sunset,BMG,BRE,1:0,4:1,"1,1"
700,3,2016/2017,sunset,FCA,M05,0:0,1:3,0
701,3,2016/2017,sunset,BSC,S04,2:0,2:0,"2,54"
702,3,2016/2017,CHB,KOE,SCF,1:1,3:0,0
703,3,2016/2017,CHB,TSG,WOB,2:2,0:0,"1,9"
704,3,2016/2017,CHB,FCB,FCI,4:0,3:1,"1,11"
705,3,2016/2017,CHB,HSV,RBL,0:2,0:4,"1,69"
706,3,2016/2017,CHB,SGE,B04,0:2,2:1,0
707,3,2016/2017,CHB,BVB,D98,2:0,6:0,"1,09"
708,3,2016/2017,CHB,BMG,BRE,3:0,4:1,"1,43"
709,3,2016/2017,CHB,FCA,M05,1:1,1:3,0
710,3,2016/2017,CHB,BSC,S04,1:1,2:0,0
711,3,2016/2017,Benni,KOE,SCF,2:1,3:0,"1,39"
712,3,2016/2017,Benni,TSG,WOB,1:2,0:0,0
713,3,2016/2017,Benni,FCB,FCI,5:0,3:1,"1,1"
714,3,2016/2017,Benni,HSV,RBL,0:2,0:4,"1,69"
715,3,2016/2017,Benni,SGE,B04,0:2,2:1,0
716,3,2016/2017,Benni,BVB,D98,4:0,6:0,"1,66"
717,3,2016/2017,Benni,BMG,BRE,3:1,4:1,"1,19"
718,3,2016/2017,Benni,FCA,M05,2:2,1:3,0
719,3,2016/2017,Benni,BSC,S04,1:1,2:0,0
720,3,2016/2017,Runner,KOE,SCF,2:0,3:0,"1,68"
721,3,2016/2017,Runner,TSG,WOB,0:2,0:0,0
722,3,2016/2017,Runner,FCB,FCI,3:0,3:1,"1,2"
723,3,2016/2017,Runner,HSV,RBL,1:2,0:4,"1,44"
724,3,2016/2017,Runner,SGE,B04,1:2,2:1,0
725,3,2016/2017,Runner,BVB,D98,3:0,6:0,"1,2"
726,3,2016/2017,Runner,BMG,BRE,3:0,4:1,"1,43"
727,3,2016/2017,Runner,FCA,M05,0:0,1:3,0
728,3,2016/2017,Runner,BSC,S04,1:2,2:0,0
729,3,2016/2017,Mirco,KOE,SCF,1:2,3:0,0
730,3,2016/2017,Mirco,TSG,WOB,2:3,0:0,0
731,3,2016/2017,Mirco,FCB,FCI,3:0,3:1,"1,2"
732,3,2016/2017,Mirco,HSV,RBL,1:2,0:4,"1,44"
733,3,2016/2017,Mirco,SGE,B04,0:2,2:1,0
734,3,2016/2017,Mirco,BVB,D98,2:1,6:0,"1,09"
735,3,2016/2017,Mirco,BMG,BRE,3:1,4:1,"1,19"
736,3,2016/2017,Mirco,FCA,M05,2:1,1:3,0
737,3,2016/2017,Mirco,BSC,S04,1:0,2:0,"1,42"
738,3,2016/2017,PuQ,KOE,SCF,1:0,3:0,"1,3"
739,3,2016/2017,PuQ,TSG,WOB,0:1,0:0,0
740,3,2016/2017,PuQ,FCB,FCI,3:0,3:1,"1,2"
741,3,2016/2017,PuQ,HSV,RBL,1:1,0:4,0
742,3,2016/2017,PuQ,SGE,B04,0:2,2:1,0
743,3,2016/2017,PuQ,BVB,D98,3:0,6:0,"1,2"
744,3,2016/2017,PuQ,BMG,BRE,2:1,4:1,"1,11"
745,3,2016/2017,PuQ,FCA,M05,2:1,1:3,0
746,3,2016/2017,PuQ,BSC,S04,1:0,2:0,"1,42"
747,3,2016/2017,HoD,KOE,SCF,3:1,3:0,"1,68"
748,3,2016/2017,HoD,TSG,WOB,1:3,0:0,0
749,3,2016/2017,HoD,FCB,FCI,1:1,3:1,0
750,3,2016/2017,HoD,HSV,RBL,1:3,0:4,"1,97"
751,3,2016/2017,HoD,SGE,B04,1:3,2:1,0
752,3,2016/2017,HoD,BVB,D98,3:1,6:0,"1,13"
753,3,2016/2017,HoD,BMG,BRE,3:1,4:1,"1,19"
754,3,2016/2017,HoD,FCA,M05,3:1,1:3,0
755,3,2016/2017,HoD,BSC,S04,1:3,2:0,0
756,3,2016/2017,JK,KOE,SCF,0:0,3:0,0
757,3,2016/2017,JK,TSG,WOB,1:1,0:0,"2,58"
758,3,2016/2017,JK,FCB,FCI,6:0,3:1,"1,1"
759,3,2016/2017,JK,HSV,RBL,0:0,0:4,0
760,3,2016/2017,JK,SGE,B04,1:1,2:1,0
761,3,2016/2017,JK,BVB,D98,3:1,6:0,"1,13"
762,3,2016/2017,JK,BMG,BRE,3:2,4:1,"1,13"
763,3,2016/2017,JK,FCA,M05,1:1,1:3,0
764,3,2016/2017,JK,BSC,S04,0:3,2:0,0
765,3,2016/2017,dtomasch,KOE,SCF,1:2,3:0,0
766,3,2016/2017,dtomasch,TSG,WOB,2:2,0:0,"1,9"
767,3,2016/2017,dtomasch,FCB,FCI,4:0,3:1,"1,11"
768,3,2016/2017,dtomasch,HSV,RBL,1:1,0:4,0
769,3,2016/2017,dtomasch,SGE,B04,1:3,2:1,0
770,3,2016/2017,dtomasch,BVB,D98,3:0,6:0,"1,2"
771,3,2016/2017,dtomasch,BMG,BRE,3:0,4:1,"1,43"
772,3,2016/2017,dtomasch,FCA,M05,2:2,1:3,0
773,3,2016/2017,dtomasch,BSC,S04,1:2,2:0,0
774,3,2016/2017,EB,KOE,SCF,,3:0,0
775,3,2016/2017,EB,TSG,WOB,1:2,0:0,0
776,3,2016/2017,EB,FCB,FCI,4:1,3:1,"1,2"
777,3,2016/2017,EB,HSV,RBL,1:3,0:4,"1,97"
778,3,2016/2017,EB,SGE,B04,1:2,2:1,0
779,3,2016/2017,EB,BVB,D98,3:1,6:0,"1,13"
780,3,2016/2017,EB,BMG,BRE,3:1,4:1,"1,19"
781,3,2016/2017,EB,FCA,M05,1:1,1:3,0
782,3,2016/2017,EB,BSC,S04,1:2,2:0,0
783,3,2016/2017,saptarshi,KOE,SCF,1:1,3:0,0
784,3,2016/2017,saptarshi,TSG,WOB,1:3,0:0,0
785,3,2016/2017,saptarshi,FCB,FCI,3:0,3:1,"1,2"
786,3,2016/2017,saptarshi,HSV,RBL,1:1,0:4,0
787,3,2016/2017,saptarshi,SGE,B04,1:3,2:1,0
788,3,2016/2017,saptarshi,BVB,D98,3:1,6:0,"1,13"
789,3,2016/2017,saptarshi,BMG,BRE,3:1,4:1,"1,19"
790,3,2016/2017,saptarshi,FCA,M05,1:1,1:3,0
791,3,2016/2017,saptarshi,BSC,S04,3:1,2:0,"1,93"
792,3,2016/2017,han,KOE,SCF,1:1,3:0,0
793,3,2016/2017,han,TSG,WOB,0:2,0:0,0
794,3,2016/2017,han,FCB,FCI,5:0,3:1,"1,1"
795,3,2016/2017,han,HSV,RBL,1:2,0:4,"1,44"
796,3,2016/2017,han,SGE,B04,0:2,2:1,0
797,3,2016/2017,han,BVB,D98,4:0,6:0,"1,66"
798,3,2016/2017,han,BMG,BRE,4:0,4:1,"1,19"
799,3,2016/2017,han,FCA,M05,0:0,1:3,0
800,3,2016/2017,han,BSC,S04,0:0,2:0,0
801,3,2016/2017,Mehmet Scholl,KOE,SCF,1:2,3:0,0
802,3,2016/2017,Mehmet Scholl,TSG,WOB,2:1,0:0,0
803,3,2016/2017,Mehmet Scholl,FCB,FCI,3:1,3:1,"3,96"
804,3,2016/2017,Mehmet Scholl,HSV,RBL,2:1,0:4,0
805,3,2016/2017,Mehmet Scholl,SGE,B04,1:1,2:1,0
806,3,2016/2017,Mehmet Scholl,BVB,D98,2:2,6:0,0
807,3,2016/2017,Mehmet Scholl,BMG,BRE,2:0,4:1,"1,14"
808,3,2016/2017,Mehmet Scholl,FCA,M05,1:1,1:3,0
809,3,2016/2017,Mehmet Scholl,BSC,S04,1:2,2:0,0
810,3,2016/2017,Rockoby87,KOE,SCF,2:1,3:0,"1,39"
811,3,2016/2017,Rockoby87,TSG,WOB,2:3,0:0,0
812,3,2016/2017,Rockoby87,FCB,FCI,2:0,3:1,"1,49"
813,3,2016/2017,Rockoby87,HSV,RBL,1:1,0:4,0
814,3,2016/2017,Rockoby87,SGE,B04,1:3,2:1,0
815,3,2016/2017,Rockoby87,BVB,D98,1:0,6:0,"1,08"
816,3,2016/2017,Rockoby87,BMG,BRE,2:1,4:1,"1,11"
817,3,2016/2017,Rockoby87,FCA,M05,1:0,1:3,0
818,3,2016/2017,Rockoby87,BSC,S04,2:2,2:0,0
819,3,2016/2017,pwesterv,KOE,SCF,1:1,3:0,0
820,3,2016/2017,pwesterv,TSG,WOB,1:3,0:0,0
821,3,2016/2017,pwesterv,FCB,FCI,4:0,3:1,"1,11"
822,3,2016/2017,pwesterv,HSV,RBL,1:0,0:4,0
823,3,2016/2017,pwesterv,SGE,B04,0:2,2:1,0
824,3,2016/2017,pwesterv,BVB,D98,2:0,6:0,"1,09"
